death14_sum,death15_sum,death16_sum,death17_sum,death18_sum,countyFIPS,statecode,countyname,coviddeath_may21,alldeath_may21,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE2020,death14_pop,death15_pop,death16_pop,death17_pop,death18_pop,death20_pop,avgdeath_pop,excessmortal_final
445,464,500,509,428,48143,TX,Erath County,40.0,417.0,40525,41200,41375,41744,42251,42536,43224,0.010980876002467613,0.011262135922330097,0.012084592145015106,0.012193369106937524,0.010129937752952593,0.00964741810105497,0.011330182185940587,-0.14852047895343892
589,628,629,615,628,48147,TX,Fannin County,44.0,475.0,33606,33501,33937,34570,35258,35554,35913,0.017526632149021008,0.018745709083310944,0.01853434304741138,0.017789991321955453,0.017811560496908505,0.013226408264416786,0.01808164721972146,-0.26851751371463084
435,442,439,484,426,48149,TX,Fayette County,21.0,401.0,24761,24923,24999,25110,25272,25308,25547,0.017567949598158394,0.01773462263772419,0.017560702428097125,0.019275189167662285,0.016856600189933523,0.01569655928289036,0.017799012804315104,-0.11812191746471669
4040,4181,4383,4711,4802,48157,TX,Fort Bend County,633.0,5538.0,683977,715260,744489,768258,789269,812737,839706,0.0059066313633353166,0.00584542683779325,0.005887259583418962,0.006132054596242408,0.006084110740444639,0.006595165450764911,0.005971096624246915,0.10451494353379424
3611,3708,3843,3984,3902,48167,TX,Galveston County,595.0,4235.0,313451,321074,329038,334691,337639,341541,345089,0.01152014190415727,0.01154873954290911,0.011679502063591439,0.011903516975359362,0.011556721824196849,0.012272196447872868,0.011641724462042806,0.054156236722976994
431,466,490,528,495,48171,TX,Gillespie County,55.0,523.0,25476,25913,26225,26520,26706,26927,26960,0.01691788349819438,0.017983251649751092,0.018684461391801716,0.019909502262443438,0.018535160638058865,0.019399109792284867,0.018406051888049897,0.05395279282460959
398,365,359,387,384,48179,TX,Gray County,49.0,330.0,23425,23262,22713,22089,22006,21849,21658,0.016990394877267875,0.015690826240220102,0.015805926121604367,0.01752003259540948,0.017449786421884942,0.015236863976359774,0.016691393251277352,-0.08714247235210675
1931,1994,1914,2111,2129,48181,TX,Grayson County,501.0,2918.0,123628,125672,128309,131085,133780,136143,138318,0.015619438962047432,0.015866700617480425,0.014917114154112338,0.01610405462104741,0.015914187471968905,0.02109631429025868,0.015684299165331303,0.3450594169288824
1781,1746,1780,1894,1873,48183,TX,Gregg County,562.0,3048.0,123225,123887,123493,122985,123362,124098,124229,0.014453235950497058,0.014093488420899691,0.014413772440543189,0.015400252063259748,0.015182957474749112,0.02453533393974032,0.01470874126998976,0.6680784228491226
420,388,390,390,395,48185,TX,Grimes County,13.0,298.0,26998,27302,27479,27924,28280,28940,29614,0.015556707904289207,0.014211413083290601,0.014192656210196877,0.013966480446927373,0.013967468175388967,0.010062808131289255,0.014378945164018605,-0.30017063028586466
1398,1449,1469,1550,1640,48187,TX,Guadalupe County,154.0,1515.0,146832,150608,154510,159666,163397,166970,170608,0.009521085322000654,0.009621002868373526,0.009507475244320756,0.009707764959352648,0.010036903982325257,0.008880005626934258,0.009678846475274568,-0.08253471634052842
431,442,435,429,436,48189,TX,Hale County,99.0,417.0,34435,34010,34062,33901,33501,33098,32754,0.012516335124146943,0.012996177594825051,0.012770829663554695,0.012654493967729566,0.013014536879496134,0.012731269463271662,0.012790474645950478,-0.0046288495398066265
776,776,816,848,867,48199,TX,Hardin County,21.0,518.0,55516,55767,56310,57194,57175,57796,58305,0.013977952302039052,0.013915039360195098,0.01449120937666489,0.01482673007658146,0.015163970266724967,0.00888431523883029,0.014474980276441094,-0.3862295444167168
34454,35442,35910,37451,37326,48201,TX,Harris County,7044.0,50286.0,4454951,4556559,4622836,4655798,4676913,4709243,4738253,0.007733867330976255,0.007778237920325403,0.00776795888930518,0.00804394864210174,0.007980905353595417,0.010612772260155801,0.007860983627260797,0.3500565277037575
886,947,933,939,959,48203,TX,Harrison County,39.0,664.0,66605,66710,66657,66516,66693,66484,66386,0.0133023046317844,0.014195772747713985,0.013997029569287547,0.01411690420349991,0.01437932016853343,0.010002108878377972,0.013998266264163856,-0.2854751660222533
1209,1427,1508,1622,1629,48209,TX,Hays County,191.0,1909.0,184764,194588,204581,214863,222928,230400,241365,0.006543482496590245,0.007333442966678315,0.007371163500031772,0.007548996337200914,0.0073072920404794375,0.00790918318728896,0.007220875468196138,0.09532192074554226
1481,1501,1483,1604,1560,48213,TX,Henderson County,99.0,1324.0,79331,79509,80099,80976,82155,82822,83792,0.018668616303840868,0.01887836597114792,0.01851458819710608,0.019808338273068563,0.018988497352565272,0.015801031124689707,0.01897168121954574,-0.16712541488360258
5819,5876,6058,6179,6249,48215,TX,Hidalgo County,2770.0,9867.0,829065,838741,847759,854739,860765,867221,875200,0.007018750037693064,0.0070057383626173034,0.007145898775477465,0.007229107364938303,0.007259821205555524,0.011273994515539305,0.007131863149256332,0.5807923230712706
583,611,616,613,642,48217,TX,Hill County,49.0,505.0,34778,34841,35101,35722,36178,36536,37006,0.01676347115992869,0.01753681008007807,0.01754935756816045,0.017160293376630647,0.01774559124329703,0.0136464357131276,0.017351104685618977,-0.21351199474704902
291,312,295,312,281,48219,TX,Hockley County,44.0,243.0,23446,23291,23051,22974,22929,23055,22921,0.012411498763115243,0.013395732257095016,0.01279770942692291,0.013580569339253069,0.01225522264381351,0.010601631691461978,0.012888146486039951,-0.17741222890775304
996,1000,907,979,1093,48221,TX,Hood County,111.0,1043.0,53827,55246,56595,57994,60249,61762,63527,0.018503724896427442,0.018100857980668284,0.016026150720028273,0.0168810566610339,0.018141379939916016,0.016418215876713837,0.017530634039614783,-0.06345567196184485
543,541,546,641,570,48223,TX,Hopkins County,125.0,713.0,35686,35970,36163,36456,36690,37063,37170,0.015216051112481085,0.0150403113705866,0.015098304897270692,0.01758283958744788,0.01553556827473426,0.019182136131288673,0.015694615048504106,0.2222113171942355
409,393,417,423,395,48225,TX,Houston County,21.0,339.0,22807,22743,22892,23073,23033,22877,22835,0.01793309071776209,0.017280042210790134,0.01821597064476673,0.01833311662982707,0.01714930751530413,0.014845631705714912,0.01778230554369003,-0.16514584291445733
539,556,532,538,523,48227,TX,Howard County,62.0,504.0,36513,37114,36202,35778,35813,36732,36540,0.014761865636896448,0.014980869752653985,0.014695320700513784,0.015037173682151043,0.014603635551336107,0.013793103448275862,0.014815773064710274,-0.06902573439588595
1285,1336,1335,1358,1327,48231,TX,Hunt County,151.0,1390.0,88664,89708,91920,94058,96667,98559,99807,0.014492917080212938,0.014892763187229678,0.014523498694516971,0.014437900019137128,0.013727538870555618,0.013926878876231126,0.014414923570330468,-0.03385690473613476
598,627,577,605,650,48241,TX,Jasper County,31.0,523.0,35425,35268,35443,35580,35802,35610,35375,0.016880733944954127,0.017778155835318134,0.016279660299636036,0.017003934794828555,0.01815541031227306,0.014784452296819788,0.017219579037401983,-0.14141615978491406
3533,3496,3491,3582,3397,48245,TX,Jefferson County,692.0,5044.0,252896,255115,255696,255889,252655,251315,250127,0.013970169555864862,0.01370362385590812,0.01365293160628246,0.01399825705677071,0.013445211850151392,0.020165755796055604,0.01375403878499551,0.4661697637536645
549,573,528,556,605,48249,TX,Jim Wells County,54.0,480.0,41525,41540,41206,40952,40799,40573,40452,0.013220951234196268,0.01379393355801637,0.012813667912439935,0.013576870482516117,0.014828794823402535,0.011865915158706615,0.013646843602114244,-0.13050112504636002
1815,1874,1974,1958,2099,48251,TX,Johnson County,131.0,1586.0,156735,159346,162816,167114,171294,175997,179575,0.011580055507704086,0.011760571335333174,0.012124115566037735,0.01171655277235899,0.012253785888589209,0.008831964360295142,0.011887016214004639,-0.25700746080502523
1269,1230,1289,1354,1475,48257,TX,Kaufman County,85.0,1155.0,110895,114083,118040,122753,128512,136459,143198,0.011443257135127824,0.010781623905402207,0.010920027109454422,0.011030280319014606,0.011477527390438247,0.008065755108311569,0.011130543171887462,-0.2753493712073875
486,529,507,515,534,48259,TX,Kendall County,36.0,534.0,38379,39959,41916,43985,45614,47418,48523,0.012663175173923239,0.013238569533772117,0.012095619811050673,0.011708537001250427,0.011706932082255449,0.011005090369515488,0.012282566720450382,-0.1040072795865953
1012,1062,1020,1049,1052,48265,TX,Kerr County,80.0,1079.0,50333,50869,51442,51883,52359,52422,52869,0.020106093417837204,0.02087715504531247,0.01982815598149372,0.020218568702657903,0.020092056761970244,0.020408935292893757,0.020224405981854307,0.009124090527307123
357,342,401,408,394,48273,TX,Kleberg County,64.0,376.0,31884,31406,31309,30756,30718,30502,30338,0.011196838539706436,0.010889638922498886,0.012807818838033792,0.013265704252828716,0.012826355882544436,0.01239369767288549,0.012197271287122455,0.01610412535223491
891,853,839,911,884,48277,TX,Lamar County,197.0,1191.0,49435,49399,49555,49610,49672,49781,49905,0.01802366744209568,0.017267556023401284,0.01693068307940672,0.01836323321910905,0.017796746658076984,0.023865344153892395,0.017676377284417944,0.35012642974814423
367,369,343,383,364,48285,TX,Lavaca County,46.0,313.0,19777,19920,19886,20015,20086,20156,20216,0.01855690954138646,0.018524096385542168,0.017248315397767274,0.01913564826380215,0.018122075077168176,0.015482785912148793,0.018317408933133248,-0.15475021774815967
301,304,288,295,299,48289,TX,Leon County,,174.0,16731,17030,17200,17224,17289,17421,17493,0.017990556452094915,0.017850851438637697,0.01674418604651163,0.017127264282396654,0.01729423332754931,0.009946835877208026,0.01740141830943804,-0.4283893588252434
1066,1063,1127,1222,1183,48291,TX,Liberty County,48.0,760.0,78047,79537,81381,83648,85834,88453,91547,0.013658436583084552,0.013364849063957655,0.013848441282363205,0.014608837031369549,0.013782417223943891,0.008301746643800453,0.01385259623694377,-0.40070824978928093
378,395,359,387,415,48293,TX,Limestone County,38.0,385.0,23521,23433,23466,23376,23251,23389,23340,0.01607074529144169,0.016856569794733923,0.015298730077559022,0.016555441478439424,0.01784869467979872,0.01649528706083976,0.016526036264394556,-0.0018606520682181936
419,426,439,473,499,48299,TX,Llano County,33.0,381.0,19666,20080,20621,21199,21670,21810,21958,0.021305806976507677,0.021215139442231076,0.021288977256195142,0.02231237322515213,0.023027226580526073,0.01735130704071409,0.02182990469612242,-0.20515882766102267
3381,3387,3450,3678,3670,48303,TX,Lubbock County,1475.0,6452.0,294591,298509,302326,305689,308084,311087,314772,0.011476929030418444,0.011346391566083434,0.011411522660968624,0.012031836278047296,0.011912335596785293,0.020497375878413583,0.011635803026460619,0.7615781078281522
2991,2909,2867,3149,3098,48309,TX,McLennan County,652.0,4215.0,243182,245471,247573,251638,254204,257080,259730,0.012299430056500893,0.011850687046535028,0.01158042274399874,0.01251400821815465,0.01218706235936492,0.016228391021445347,0.012086322084910846,0.3427071451046024
515,569,596,564,555,48321,TX,Matagorda County,69.0,455.0,36463,36747,37143,36848,36583,36655,36725,0.014123906425691796,0.015484257218276322,0.01604609213041488,0.015306122448979591,0.015170981056775005,0.012389380530973451,0.015226271856027518,-0.18631555720785625
550,571,548,533,571,48323,TX,Maverick County,177.0,668.0,57044,57643,57901,57883,57970,58357,58378,0.00964168010658439,0.00990579948996409,0.009464430666137027,0.009208230395798421,0.009849922373641538,0.011442666758025284,0.009614012606425092,0.1902071722246435
594,580,585,617,644,48325,TX,Medina County,19.0,471.0,47851,48419,49239,50205,50933,51608,52358,0.012413533677457107,0.011978768665193415,0.011880826174373972,0.012289612588387611,0.012644061806687217,0.008995759960273502,0.012241360582419864,-0.26513397757496443
1484,1541,1521,1543,1601,48329,TX,Midland County,351.0,1924.0,156767,162381,163928,165417,172537,176444,177863,0.00946627797942169,0.009490026542514211,0.009278463715777658,0.009327940900874758,0.009279169105757027,0.010817314449885587,0.009368375648869068,0.15466275641833727
405,405,437,419,407,48331,TX,Milam County,17.0,262.0,24147,24364,24678,24907,24970,24721,24708,0.016772269847185987,0.016622886225578722,0.017708080071318584,0.016822579997591038,0.01629955947136564,0.010603853003075927,0.016845075122607994,-0.3705072298048492
4750,4997,5096,5490,5499,48339,TX,Montgomery County,1087.0,8334.0,517262,535913,555338,571542,590127,607583,626351,0.009182967239039403,0.009324274649056843,0.009176393475685078,0.009605593289731987,0.009318333172351036,0.013305638531749769,0.009321512365172868,0.42741199179893113
841,820,771,811,813,48347,TX,Nacogdoches County,236.0,1155.0,65235,65456,65532,65231,65039,64846,64753,0.012891852533149383,0.012527499388902468,0.01176524446072148,0.012432739035121338,0.012500192192376882,0.017837011412598643,0.012423505522054309,0.4357470506962977
745,780,792,752,770,48349,TX,Navarro County,121.0,727.0,47907,48167,48403,48744,49556,49978,50694,0.015550963324775085,0.016193659559449416,0.016362622151519533,0.015427539799770228,0.015537977237872307,0.0143409476466643,0.015814552414677312,-0.09318030187470724
4026,4067,4032,4198,4031,48355,TX,Nueces County,1031.0,6162.0,356717,360587,361753,361328,362177,362347,363148,0.01128625773372169,0.011278831460923438,0.01114572650399582,0.011618252667936058,0.011129917139961953,0.016968288411336425,0.011291797101307791,0.5027092905673265
1318,1318,1392,1485,1342,48361,TX,Orange County,17.0,856.0,83301,84026,84652,85056,83207,83086,82878,0.01582213898992809,0.015685621117273226,0.01644379341303218,0.01745908577878104,0.016128450731308665,0.010328434566471199,0.01630781800606464,-0.3666574790919175
462,501,469,473,445,48363,TX,Palo Pinto County,57.0,470.0,28033,27963,28131,28554,28843,29114,29320,0.016480576463453786,0.017916532560884026,0.016671998862464895,0.016565104713875463,0.015428353499982665,0.016030013642564803,0.01661251322013217,-0.035063904530799904
371,385,400,377,402,48365,TX,Panola County,28.0,360.0,23749,23661,23407,23165,23069,23103,23187,0.015621710387805802,0.016271501627150162,0.017088905028410303,0.016274552126052232,0.01742598292080281,0.0155259412601889,0.01653653041804426,-0.061112526769982516
1470,1488,1573,1611,1677,48367,TX,Parker County,111.0,1367.0,122185,125691,129016,133616,138254,143149,148198,0.012030936694356918,0.011838556459889729,0.012192286228064736,0.012056939288707939,0.012129847960999321,0.009224146074845814,0.01204971332640373,-0.23449248749897142
924,948,909,966,933,48373,TX,Polk County,56.0,815.0,45815,46617,47654,48938,49933,51254,52995,0.020168067226890758,0.020335928952957077,0.019074998950770135,0.019739261923249825,0.018685037950854144,0.015378809321634117,0.01960065900094439,-0.21539325178336388
1743,1703,1609,1657,1760,48375,TX,Potter County,958.0,3875.0,122019,121214,120440,120008,118344,116818,116004,0.014284660585646498,0.0140495322322504,0.013359349053470608,0.013807412839144058,0.014871898871087677,0.03340402055101548,0.014074570716319849,1.3733598149663357
1435,1498,1464,1438,1519,48381,TX,Randall County,75.0,1035.0,128823,130463,132465,134148,135745,137770,139899,0.011139315184400301,0.01148218268781187,0.011051975993658703,0.010719503831588992,0.011190099082839147,0.007398194411682714,0.011116615356059801,-0.33449218357187566
793,757,757,912,937,48397,TX,Rockwall County,265.0,1360.0,87138,90258,93579,96956,100592,104862,109888,0.009100507241387225,0.008387068182321789,0.008089421771978756,0.009406328643920953,0.009314856052171147,0.012376237623762377,0.008859636378355974,0.39692387985554733
751,761,740,773,777,48401,TX,Rusk County,41.0,610.0,53144,52897,52836,54148,54246,54386,54324,0.014131416528676803,0.014386449137002098,0.014005602240896359,0.01427568885277388,0.014323636765844486,0.011228922759737869,0.014224558705038725,-0.2105960548526346
408,448,452,447,445,48407,TX,San Jacinto County,,307.0,27066,27376,27743,28233,28724,28867,29301,0.015074262912879628,0.01636469900642899,0.016292398082399163,0.015832536393581977,0.015492271271410667,0.010477458107231835,0.015811233533340085,-0.3373408794994569
